split,kelas,nama_file,path,ekstensi,ukuran_file_kb,width,height,aspect_ratio,mode,format,brightness,contrast,sharpness,corrupt,error,md5,mean_R,mean_G,mean_B
train,glass,glass_607.jpg,..\data\split\train\glass\glass_607.jpg,.jpg,6.390625,259,194,1.3350515463917525,RGB,JPEG,158.53875598720958,41.231854796202626,2744.304437367372,False,,c37159cbf0801628edfdd3d88163407d,167.48909365919675,161.1648290411177,146.96234526131434
train,glass,glass_61.jpg,..\data\split\train\glass\glass_61.jpg,.jpg,13.5361328125,474,632,0.75,RGB,JPEG,153.45537685378056,62.6062449742039,530.7797156776554,False,,89f2b4cd240bd08e2bf758b273cdee75,166.70349302996314,154.09452611760935,139.56811141376917
train,glass,glass_610.jpg,..\data\split\train\glass\glass_610.jpg,.jpg,4.80859375,225,225,1.0,RGB,JPEG,183.91654320987655,60.680515102901715,1527.40891152934,False,,07fede043eb42ee24c3fff54a75fb231,181.78838518518518,183.09603950617284,186.8652049382716
train,glass,glass_611.jpg,..\data\split\train\glass\glass_611.jpg,.jpg,4.259765625,225,225,1.0,RGB,JPEG,213.68931028806585,57.290159328225954,1379.0746342716047,False,,6e4107a95cbe382e06414a612331f4f6,226.73281975308643,219.31905185185184,195.01605925925926
train,glass,glass_614.jpg,..\data\split\train\glass\glass_614.jpg,.jpg,3.693359375,194,259,0.749034749034749,RGB,JPEG,144.15595271265374,73.69233827438757,1105.669340075741,False,,0871640f3612c484999731106a282c9c,154.64500656768698,154.84910241611271,122.97374915416152
train,glass,glass_616.jpg,..\data\split\train\glass\glass_616.jpg,.jpg,3.8134765625,69,225,0.30666666666666664,RGB,JPEG,73.86271604938271,58.48859488612725,2963.695253373993,False,,5dbbe2be70a0d6657dbeb7e1243473de,89.52457326892109,74.2038003220612,57.85977455716586
train,glass,glass_618.jpg,..\data\split\train\glass\glass_618.jpg,.jpg,9.9482421875,512,384,1.3333333333333333,RGB,JPEG,172.1876186794705,58.709773002343965,493.5321746511748,False,,2de53902dfd27b69324f0ec934e7515d,169.02079264322916,168.66305033365884,178.87901306152344
train,glass,glass_619.jpg,..\data\split\train\glass\glass_619.jpg,.jpg,182.6328125,1280,1707,0.7498535442296427,RGB,JPEG,100.68159752733841,66.63246525096427,429.49924360071833,False,,248f3e72c529495246843562ec687c57,110.30481015670767,108.84797204525483,82.89201038005272
train,glass,glass_62.jpg,..\data\split\train\glass\glass_62.jpg,.jpg,28.4755859375,640,640,1.0,RGB,JPEG,183.3842911783854,52.8350609954022,472.7164343604504,False,,018f500cf8826ca0b4748c5014aa002c,182.1347802734375,182.020791015625,185.99730224609374
train,glass,glass_621.jpg,..\data\split\train\glass\glass_621.jpg,.jpg,66.2783203125,1280,402,3.18407960199005,RGB,JPEG,123.32743379456882,71.6228175822719,916.7322111677865,False,,b43b274ee4356bd54990cb5c41dbd55d,134.2236182369403,120.86587181281095,114.89281133395522
train,glass,glass_622.jpg,..\data\split\train\glass\glass_622.jpg,.jpg,3.8310546875,259,195,1.3282051282051281,RGB,JPEG,234.35881595881597,55.86350607657703,2325.5978533469715,False,,2e5672d7065008fd8509d1911438ebe0,227.8145134145134,243.92117612117613,231.34075834075833
train,glass,glass_623.jpg,..\data\split\train\glass\glass_623.jpg,.jpg,11.837890625,512,384,1.3333333333333333,RGB,JPEG,170.40707736545139,71.31239552390558,619.9926109607849,False,,2e1b0c15e737a6aefc7f39b54f3e0372,169.51407877604166,166.74920145670572,174.95795186360678
train,glass,glass_624.jpg,..\data\split\train\glass\glass_624.jpg,.jpg,44.462890625,794,788,1.0076142131979695,RGB,JPEG,196.15855272411105,64.84566932535208,517.696926361435,False,,de26d0357c4fe511cc00f0e5c9c2bd60,181.20084644989706,199.28210787761,207.99270384482605
train,glass,glass_626.jpg,..\data\split\train\glass\glass_626.jpg,.jpg,3.1044921875,243,208,1.1682692307692308,RGB,JPEG,245.57570961274666,31.674322108838133,2179.1649798905855,False,,542225fd7d3f3a81a3d150a3b54f4316,245.59275087052865,245.58899176954733,245.54538619816398
train,glass,glass_627.jpg,..\data\split\train\glass\glass_627.jpg,.jpg,31.693359375,560,420,1.3333333333333333,RGB,JPEG,103.40940192743764,19.678713609215183,305.2080440369175,False,,691b11f450576227be53624881f05621,107.17114795918367,103.74616071428571,99.31089710884353
train,glass,glass_628.jpg,..\data\split\train\glass\glass_628.jpg,.jpg,15.39453125,512,384,1.3333333333333333,RGB,JPEG,169.0545366075304,74.88603465924866,1286.620980828897,False,,730c8c50251622775053e3f5b69bf5fa,168.72401428222656,166.39303588867188,172.04655965169272
train,glass,glass_629.jpg,..\data\split\train\glass\glass_629.jpg,.jpg,119.4814453125,1000,1500,0.6666666666666666,RGB,JPEG,122.89060466666666,66.29851192225576,85.45144098106617,False,,aacffd9fb86eb24a8b3478e81bbad47a,129.42077266666666,124.22506666666666,115.02597466666667
train,glass,glass_630.jpg,..\data\split\train\glass\glass_630.jpg,.jpg,3.623046875,225,224,1.0044642857142858,RGB,JPEG,200.9847619047619,87.9861114014393,2236.6653628054924,False,,b8436ceb3151552a8f9335f0ce0a1d8c,202.37684523809523,211.44535714285715,189.13208333333333
train,glass,glass_631.jpg,..\data\split\train\glass\glass_631.jpg,.jpg,35.1572265625,600,800,0.75,RGB,JPEG,193.9751125,27.28596897371552,285.6122915288889,False,,7dddf452e591cd5038921448e46066cf,192.60868958333333,189.25802708333333,200.05862083333332
train,glass,glass_632.jpg,..\data\split\train\glass\glass_632.jpg,.jpg,7.021484375,512,384,1.3333333333333333,RGB,JPEG,164.95183817545572,21.250884427565335,327.3455426589482,False,,501368e5bee224108eda9ec2caa6829f,183.19645182291666,162.57079569498697,149.08826700846353
train,glass,glass_633.jpg,..\data\split\train\glass\glass_633.jpg,.jpg,3.6748046875,179,282,0.6347517730496454,RGB,JPEG,245.1043755035197,26.265258114700554,2527.1802535265533,False,,5c73f9a01580fa056927f6cfbb9ad51f,244.22273069456,245.32624113475177,245.76415468124728
train,glass,glass_634.jpg,..\data\split\train\glass\glass_634.jpg,.jpg,3.4404296875,225,225,1.0,RGB,JPEG,189.93444609053498,57.69370163941463,1371.855358230123,False,,cff5b3de71720c5d44f09c14cd99259a,195.9113086419753,188.46297283950616,185.42905679012347
train,glass,glass_635.jpg,..\data\split\train\glass\glass_635.jpg,.jpg,24.1904296875,474,341,1.3900293255131966,RGB,JPEG,67.1237610898697,53.059090401869106,2211.6108789663326,False,,d6db64f1a5b21e7ff9be1b50a5068c35,79.24435452936882,64.99534132670107,57.13158741353923
train,glass,glass_636.jpg,..\data\split\train\glass\glass_636.jpg,.jpg,4.986328125,200,200,1.0,RGB,JPEG,168.0659,78.12635123433067,1736.4739043900006,False,,f395b4e6693b29e8f84dcca28cfb5fef,157.841975,179.689375,166.66635
train,glass,glass_637.jpg,..\data\split\train\glass\glass_637.jpg,.jpg,3.388671875,225,225,1.0,RGB,JPEG,192.10123456790123,94.66794888780463,2284.6653688961082,False,,716568e7b7792b36e8295eda369a8f08,207.23867654320986,191.50320987654322,177.56181728395063
train,glass,glass_638.jpg,..\data\split\train\glass\glass_638.jpg,.jpg,13.7734375,512,384,1.3333333333333333,RGB,JPEG,187.05860731336804,35.79129316040814,1012.3466605430003,False,,044164129c51fe1050d76dbb4355a15e,190.04443868001303,187.4292246500651,183.70215861002603
train,glass,glass_639.jpg,..\data\split\train\glass\glass_639.jpg,.jpg,12.8388671875,300,345,0.8695652173913043,RGB,JPEG,207.6755684380032,46.65746231044019,2105.2376387952113,False,,3d001c50664389578ab1761d5a0703d7,218.18274396135266,207.035845410628,197.808115942029
train,glass,glass_64.jpg,..\data\split\train\glass\glass_64.jpg,.jpg,42.318359375,474,631,0.751188589540412,RGB,JPEG,103.19312769006845,65.93476601139332,1551.4344927270126,False,,819cf3e16adb58d99f99d54018872211,112.40906872087037,106.71041545467311,90.45989889466188
train,glass,glass_640.jpg,..\data\split\train\glass\glass_640.jpg,.jpg,16.61328125,248,203,1.2216748768472907,RGB,JPEG,130.62789342655861,59.941127163560196,8744.02981872095,False,,0e908a01cc240e5eb457c24e10310a35,140.21597409820436,134.13135626887018,117.53634991260131
train,glass,glass_642.jpg,..\data\split\train\glass\glass_642.jpg,.jpg,10.14453125,512,384,1.3333333333333333,RGB,JPEG,180.88433329264322,60.50268666238894,660.3330046061635,False,,ced0e152ad3da41366236f62bfea4ed8,175.49388122558594,177.9480234781901,189.21109517415366
train,glass,glass_646.jpg,..\data\split\train\glass\glass_646.jpg,.jpg,2.908203125,225,225,1.0,RGB,JPEG,200.12712427983539,69.1419405150225,1258.039417286487,False,,7b4fc7a74a44dfddb18c1e82eea3dfcd,210.2763061728395,199.10694320987653,190.99812345679013
train,glass,glass_647.jpg,..\data\split\train\glass\glass_647.jpg,.jpg,9.48828125,512,384,1.3333333333333333,RGB,JPEG,119.92887200249567,89.93127295400735,326.34390226438535,False,,5d5c3175899b0caeae795e59d6009a97,137.3840789794922,122.67715454101562,99.72538248697917
train,glass,glass_648.jpg,..\data\split\train\glass\glass_648.jpg,.jpg,12.3544921875,512,384,1.3333333333333333,RGB,JPEG,160.8607381184896,39.373035652994844,526.5421720742146,False,,77672ff349021c070033f038b8deaaff,182.7364044189453,162.86504109700522,136.98076883951822
train,glass,glass_649.jpg,..\data\split\train\glass\glass_649.jpg,.jpg,54.8359375,1200,1200,1.0,RGB,JPEG,223.15543449074073,39.589880523785446,241.2833124151964,False,,8815b1292bdd6c17756e9cd3390d9a72,223.91408541666667,222.5198951388889,223.03232291666666
train,glass,glass_65.jpg,..\data\split\train\glass\glass_65.jpg,.jpg,4.6728515625,225,225,1.0,RGB,JPEG,174.66336790123458,58.18610750697816,1377.904766609383,False,,0f14d330c31d1c14b79a27c0abf73478,171.87215802469134,192.02172839506173,160.0962172839506
train,glass,glass_650.jpg,..\data\split\train\glass\glass_650.jpg,.jpg,51.6884765625,570,760,0.75,RGB,JPEG,175.90784087411512,41.81162485473194,1005.5209717037965,False,,fa21030d4a14c6ece9c5d723ac23352f,186.43098799630656,178.05900969529085,163.23352493074793
train,glass,glass_651.jpg,..\data\split\train\glass\glass_651.jpg,.jpg,10.3154296875,512,384,1.3333333333333333,RGB,JPEG,164.42322964138455,46.007182970450295,483.1136285512605,False,,51d1dbf89ee8ab7b9cef4f10bc2d1f9a,189.21729532877603,165.10736083984375,138.94503275553384
train,glass,glass_652.jpg,..\data\split\train\glass\glass_652.jpg,.jpg,4.1865234375,259,194,1.3350515463917525,RGB,JPEG,207.6973888468734,71.15300974216379,1806.8168092414523,False,,557368354c4c872fea7e13ca908f8f7b,198.927456911993,231.73428730645225,192.4304223221749
train,glass,glass_654.jpg,..\data\split\train\glass\glass_654.jpg,.jpg,3.0703125,165,305,0.5409836065573771,RGB,JPEG,206.01837390296407,24.52632341033683,1524.6659775834623,False,,82633104142a0b2fdcfc0c547a3739f0,206.50394436164927,206.1303129657228,205.42086438152012
train,glass,glass_655.jpg,..\data\split\train\glass\glass_655.jpg,.jpg,14.6357421875,239,365,0.6547945205479452,RGB,JPEG,145.16563688122122,41.80254057575928,1902.5116177744897,False,,9bd661c92f4190d6b760a13512012b97,146.4129191264974,143.27224164612826,145.811749871038
train,glass,glass_656.jpg,..\data\split\train\glass\glass_656.jpg,.jpg,3.1640625,225,225,1.0,RGB,JPEG,174.7606255144033,104.80170797906348,1881.3685970137722,False,,3f89d627e4761300da5e609b1839a5ba,185.56195555555556,171.5536987654321,167.16622222222222
train,glass,glass_659.jpg,..\data\split\train\glass\glass_659.jpg,.jpg,162.8916015625,1280,864,1.4814814814814814,RGB,JPEG,127.62661434220679,53.32943478599276,987.0561366905105,False,,5db326982b54d3262bb12e32d3ad37ca,128.9366527416088,127.26755099826389,126.67563928674768
train,glass,glass_66.jpg,..\data\split\train\glass\glass_66.jpg,.jpg,5.0908203125,224,224,1.0,RGB,JPEG,184.06485836522108,80.41631211925491,2672.003765292091,False,,a8c49b0d786646b4ff664929d0d3cb69,210.39064492984693,180.1161112882653,161.68781887755102
train,glass,glass_660.jpg,..\data\split\train\glass\glass_660.jpg,.jpg,3.0341796875,186,271,0.6863468634686347,RGB,JPEG,239.15572220238332,30.553846060954353,1999.4339071984862,False,,9cbc3334508399810fdf15083b5a77fe,239.16067531643057,239.16549617109075,239.14099511962863
train,glass,glass_661.jpg,..\data\split\train\glass\glass_661.jpg,.jpg,16.572265625,300,399,0.7518796992481203,RGB,JPEG,151.7328822055138,56.81018102535842,994.6998450291701,False,,8755d778d49044e6e1f45b4d5e504895,166.26920634920634,147.7680284043442,141.1614118629908
train,glass,glass_662.jpg,..\data\split\train\glass\glass_662.jpg,.jpg,11.0244140625,512,384,1.3333333333333333,RGB,JPEG,202.3857659233941,52.704790748874046,612.4620755302152,False,,6c70871d29140931549b8ec429900c11,199.11885579427084,206.01747131347656,202.0209706624349
train,glass,glass_663.jpg,..\data\split\train\glass\glass_663.jpg,.jpg,11.3330078125,512,384,1.3333333333333333,RGB,JPEG,170.88415696885852,60.47275035039575,688.6270696255897,False,,d3ef2c5108666e9f03b4b242eb096c16,179.16747538248697,172.3209482828776,161.16404724121094
train,glass,glass_664.jpg,..\data\split\train\glass\glass_664.jpg,.jpg,15.1337890625,512,384,1.3333333333333333,RGB,JPEG,147.84298536512586,81.24397776365423,1399.6387325090407,False,,9539b23bfe1d63a6be844bd369792b86,164.95167032877603,149.85075887044272,128.72652689615884
train,glass,glass_665.jpg,..\data\split\train\glass\glass_665.jpg,.jpg,7.9306640625,512,384,1.3333333333333333,RGB,JPEG,205.1803504096137,53.574835677062616,552.2223526710233,False,,c14c57c2076293a4a0723f0f913c241f,209.13230895996094,205.7041982014974,200.7045440673828
train,glass,glass_666.jpg,..\data\split\train\glass\glass_666.jpg,.jpg,4.7802734375,225,225,1.0,RGB,JPEG,187.7490304526749,98.70843200275594,2713.201322569121,False,,ef97641138c9a93dabc3574b929c6b50,200.03423209876544,185.08412839506173,178.12873086419754
train,glass,glass_667.jpg,..\data\split\train\glass\glass_667.jpg,.jpg,20.9462890625,474,474,1.0,RGB,JPEG,175.83732723269657,25.066425476046795,1083.101662181075,False,,fff7be93fdc43b0bf14dbd4c4a8c94a7,174.50003560682939,179.6624250031156,173.3495210881447
train,glass,glass_668.jpg,..\data\split\train\glass\glass_668.jpg,.jpg,15.7060546875,512,384,1.3333333333333333,RGB,JPEG,167.47859530978732,76.25416688373302,1256.1785548602284,False,,542c38c363985534b748b763c5d9d768,169.99139404296875,164.27568562825522,168.16870625813803
train,glass,glass_669.jpg,..\data\split\train\glass\glass_669.jpg,.jpg,61.521484375,474,534,0.8876404494382022,RGB,JPEG,157.9662170704341,47.4556180417736,4316.097783299344,False,,13fa904860e2c047648ecc20d1399cb4,172.0760915943678,167.18991687605683,134.6326427408777
train,glass,glass_67.jpg,..\data\split\train\glass\glass_67.jpg,.jpg,14.44921875,512,384,1.3333333333333333,RGB,JPEG,173.2163543701172,41.26788032572171,746.4839790109287,False,,2ff8e2c29b85bb7a40194a59ca95940b,184.55948893229166,173.32572428385416,161.76384989420572
train,glass,glass_670.jpg,..\data\split\train\glass\glass_670.jpg,.jpg,11.5498046875,512,384,1.3333333333333333,RGB,JPEG,172.80207316080728,43.168290266041765,409.97644733117585,False,,bf9ca3fddd5c2cc173c36bac968bb325,190.50376892089844,173.9385986328125,153.96385192871094
train,glass,glass_671.jpg,..\data\split\train\glass\glass_671.jpg,.jpg,29.150390625,474,844,0.5616113744075829,RGB,JPEG,109.2577872431193,88.00064849451239,728.0060647985125,False,,bfb967c34d3c4ce75be995d73d35c735,118.40069140320355,110.22471354010439,99.14795678604996
train,glass,glass_672.jpg,..\data\split\train\glass\glass_672.jpg,.jpg,2.48046875,225,224,1.0044642857142858,RGB,JPEG,232.06488095238095,59.45378009606029,1611.4190147073414,False,,e97982ae1adfa9354a6c7b78f7c48235,231.5177380952381,236.5025396825397,228.1743650793651
train,glass,glass_674.jpg,..\data\split\train\glass\glass_674.jpg,.jpg,30.916015625,640,640,1.0,RGB,JPEG,158.70284993489582,38.09979367839417,460.6520283766746,False,,c5edc65b538ef3b85bc27a5957aeaac3,174.77774658203126,158.47170654296875,142.8590966796875
train,glass,glass_676.jpg,..\data\split\train\glass\glass_676.jpg,.jpg,5.3515625,165,299,0.5518394648829431,RGB,JPEG,144.70589507111245,78.22074267321196,1543.362965284026,False,,664027b863a2c58a9c6d55c5906f242d,153.8393838046012,147.83089084828217,132.44741056045405
train,glass,glass_677.jpg,..\data\split\train\glass\glass_677.jpg,.jpg,7.7685546875,145,225,0.6444444444444445,RGB,JPEG,163.29319029374201,41.35771306849852,2756.191625584826,False,,6db54c4974913482bfa5c9d42f540c8b,163.65085057471265,176.62283524904214,149.60588505747126
train,glass,glass_678.jpg,..\data\split\train\glass\glass_678.jpg,.jpg,4.5634765625,262,192,1.3645833333333333,RGB,JPEG,218.16254505937235,78.5692199785861,3339.1575447171776,False,,e928603b33e4d440eeb242411c66a54e,214.97095658396947,225.98183047073792,213.53484812340966
train,glass,glass_679.jpg,..\data\split\train\glass\glass_679.jpg,.jpg,121.9384765625,1280,1278,1.001564945226917,RGB,JPEG,102.93194016529733,36.05229751274368,74.97688919008857,False,,6c30a1d7020f27d34cf8410eafdaa556,122.55941718016432,92.61120953149452,93.62519378423318
train,glass,glass_681.jpg,..\data\split\train\glass\glass_681.jpg,.jpg,6.9482421875,167,302,0.5529801324503312,RGB,JPEG,194.70940238727843,41.264840582209104,4085.273387408131,False,,74ccd4aaf60df010166e10985b3427fd,194.70940238727843,194.70940238727843,194.70940238727843
train,glass,glass_682.jpg,..\data\split\train\glass\glass_682.jpg,.jpg,5.3876953125,225,225,1.0,RGB,JPEG,148.54234074074074,83.42962063832165,1988.4350292451513,False,,82822d8311f93c9e2c4726f70c67f245,159.86546172839508,148.30895802469135,137.4526024691358
train,glass,glass_684.jpg,..\data\split\train\glass\glass_684.jpg,.jpg,152.111328125,510,766,0.6657963446475196,RGB,JPEG,136.9874801617775,52.95492870564599,327.8017790051886,False,,eda0342a8c9c41a24fb9c7fe8e45fd74,136.24300926636974,136.40606921619823,138.31336200276456
train,glass,glass_685.jpg,..\data\split\train\glass\glass_685.jpg,.jpg,3.5693359375,224,224,1.0,RGB,JPEG,230.67885708971087,31.059437964865538,2068.5212269325843,False,,0ea35b3ee55a854cdc761b404a129417,230.7556002869898,230.70926339285714,230.57170758928572
train,glass,glass_686.jpg,..\data\split\train\glass\glass_686.jpg,.jpg,3.8857421875,189,266,0.7105263157894737,RGB,JPEG,235.968612006206,29.320226013462264,2858.1464166814203,False,,fbeeed2acc11fdce85c58ecf3a249a7a,236.09245335561124,235.9593626924454,235.85401997056132
train,glass,glass_687.jpg,..\data\split\train\glass\glass_687.jpg,.jpg,7.955078125,225,225,1.0,RGB,JPEG,188.37358353909465,72.01650856087211,4691.282588595055,False,,dba293eba7539b7b3ab0e9b87a49ea7e,204.27365925925926,185.3055802469136,175.5415111111111
train,glass,glass_688.jpg,..\data\split\train\glass\glass_688.jpg,.jpg,4.98828125,259,194,1.3350515463917525,RGB,JPEG,158.5880733458053,81.30610764596325,2090.6622495822326,False,,80844f753b6c7e4205085f5816b2dcd7,159.31148748159058,169.7935358038451,146.65919675198026
train,glass,glass_689.jpg,..\data\split\train\glass\glass_689.jpg,.jpg,4.4267578125,266,190,1.4,RGB,JPEG,123.32284659015961,54.51861057431711,1943.6117520376297,False,,8a0988e32c2d7a84d0c3163293944889,113.57158686189157,113.0586861891571,143.33826671943015
train,glass,glass_690.jpg,..\data\split\train\glass\glass_690.jpg,.jpg,31.3720703125,474,474,1.0,RGB,JPEG,152.4032043179215,31.08516839141581,1357.6591857187188,False,,90de14b0e69ac964dfe9ed9864d0bdc4,156.18059338781177,152.2341727643362,148.79484680161656
train,glass,glass_691.jpg,..\data\split\train\glass\glass_691.jpg,.jpg,6.458984375,207,244,0.8483606557377049,RGB,JPEG,122.73010876164832,72.09540442372823,2232.8449406003015,False,,f32a6958745f255d94fd576772c7eb22,110.90480715926189,135.89920408648135,121.3863150392017
train,glass,glass_692.jpg,..\data\split\train\glass\glass_692.jpg,.jpg,35.7392578125,474,631,0.751188589540412,RGB,JPEG,101.43626084107338,54.28752452274156,672.2507912356691,False,,9f5bdfbfc8002ea2dd54edecdb363a43,137.46918025771163,101.90225815295526,64.93734411255325
train,glass,glass_693.jpg,..\data\split\train\glass\glass_693.jpg,.jpg,15.0654296875,512,384,1.3333333333333333,RGB,JPEG,189.94251166449652,61.55234507000257,810.3877266210815,False,,d3336545b9fb0df8eaf035c0f5be70ff,186.31303914388022,199.76620483398438,183.748291015625
train,glass,glass_695.jpg,..\data\split\train\glass\glass_695.jpg,.jpg,3.7685546875,225,225,1.0,RGB,JPEG,180.32256131687242,28.586140708682777,1083.6066850937113,False,,70fe2fec0d90aee4b38d7c42073ab045,176.25493333333333,193.16825679012345,171.5444938271605
train,glass,glass_698.jpg,..\data\split\train\glass\glass_698.jpg,.jpg,10.1865234375,512,384,1.3333333333333333,RGB,JPEG,181.10655212402344,32.943745519499224,592.6057674642394,False,,65047e338cdd861384d18e9a0655c11e,195.39067586263022,182.7135467529297,165.2154337565104
train,glass,glass_70.jpg,..\data\split\train\glass\glass_70.jpg,.jpg,3.3486328125,225,225,1.0,RGB,JPEG,231.942446090535,58.48431907855716,1913.7135498882246,False,,6b83fab00b7f466b95beb482e955684b,228.22334814814815,244.4874074074074,223.11658271604938
train,glass,glass_701.jpg,..\data\split\train\glass\glass_701.jpg,.jpg,15.52734375,512,384,1.3333333333333333,RGB,JPEG,180.81285264756946,52.88923163590531,1177.9509856924155,False,,0e0810b27c4710987337b0b6efea1470,201.38019307454428,178.73164876302084,162.32671610514322
train,glass,glass_702.jpg,..\data\split\train\glass\glass_702.jpg,.jpg,23.3681640625,474,512,0.92578125,RGB,JPEG,190.33829718266526,50.504492805320865,1013.5117244079513,False,,aa5c2bacc775a5b458123ace581ce8ed,205.93538617484177,191.85925962552741,173.2202457476266
train,glass,glass_704.jpg,..\data\split\train\glass\glass_704.jpg,.jpg,2.7216796875,225,225,1.0,RGB,JPEG,215.2959209876543,76.27418936494412,1750.5472955951832,False,,7a55835d55f97d1d796feb27a09c9b1a,227.67306666666667,212.65412345679013,205.56057283950616
train,glass,glass_705.jpg,..\data\split\train\glass\glass_705.jpg,.jpg,5.2890625,182,276,0.6594202898550725,RGB,JPEG,129.23309842331582,56.263776777951314,2009.682677187533,False,,04746af23cd0c8ac128570de4d00498a,159.04951027233636,127.27538222646918,101.3744027711419
train,glass,glass_706.jpg,..\data\split\train\glass\glass_706.jpg,.jpg,2.890625,225,225,1.0,RGB,JPEG,186.99831440329217,18.79605414654234,1433.9921744978878,False,,df1255eee542ce1c29c41fd6ae9d7fe9,188.50978765432097,187.44985679012345,185.0352987654321
train,glass,glass_707.jpg,..\data\split\train\glass\glass_707.jpg,.jpg,8.49609375,512,384,1.3333333333333333,RGB,JPEG,183.3463626437717,51.345238787743604,487.2415243378685,False,,466fe42175dc346d55c47735d89d129f,194.6434071858724,185.23631795247397,170.15936279296875
train,glass,glass_708.jpg,..\data\split\train\glass\glass_708.jpg,.jpg,4.935546875,194,259,0.749034749034749,RGB,JPEG,129.31857262269634,81.87575591273442,1134.4803854681904,False,,5fa36ce7a02f9713956c970bedf0f70a,150.7393623373005,131.23711340206185,105.97924212872667
train,glass,glass_711.jpg,..\data\split\train\glass\glass_711.jpg,.jpg,3.1474609375,225,225,1.0,RGB,JPEG,214.56267983539095,77.2658716421484,1949.0257255578354,False,,bd36213abe2f04f1fc9328b7f4466573,219.76416790123457,213.5824790123457,210.3413925925926
train,glass,glass_712.jpg,..\data\split\train\glass\glass_712.jpg,.jpg,2.5048828125,225,225,1.0,RGB,JPEG,216.3569316872428,65.33364011468242,1462.6383811388748,False,,1c3adda60d7cb4ac19e309285872a30a,223.96916543209878,213.26534320987653,211.8362864197531
train,glass,glass_713.jpg,..\data\split\train\glass\glass_713.jpg,.jpg,2.9599609375,225,225,1.0,RGB,JPEG,242.09819917695472,27.8604564475325,2290.942817833281,False,,c634799840494138d9adb6e82d748e30,241.8382024691358,241.66502716049382,242.79136790123457
train,glass,glass_715.jpg,..\data\split\train\glass\glass_715.jpg,.jpg,8.822265625,225,169,1.331360946745562,RGB,JPEG,107.85118562349332,35.83818354431225,1302.5992074220173,False,,316b81a3624cc93412b6bec36e875263,120.45562130177515,106.9824852071006,96.1154503616042
train,glass,glass_716.jpg,..\data\split\train\glass\glass_716.jpg,.jpg,31.884765625,474,631,0.751188589540412,RGB,JPEG,118.77116335778496,90.51498899697988,1088.2065805749753,False,,70998b1feb8830de1a8a72f016ff4487,124.74430112272395,120.82494132279484,110.74424762783606
train,glass,glass_718.jpg,..\data\split\train\glass\glass_718.jpg,.jpg,6.4716796875,165,306,0.5392156862745098,RGB,JPEG,150.39337162474416,95.152659909362,2869.6666366502704,False,,5a77d7c0d6633856eb8f1f0d2cfed2a5,128.94600911071498,184.97797583679937,137.25612992671816
train,glass,glass_719.jpg,..\data\split\train\glass\glass_719.jpg,.jpg,16.953125,474,631,0.751188589540412,RGB,JPEG,177.56992896324678,55.364838157988686,746.6104198556887,False,,42c65260001c3c602aa6983747345636,176.35299604806517,180.30994938046234,176.04684146121286
train,glass,glass_722.jpg,..\data\split\train\glass\glass_722.jpg,.jpg,3.6103515625,200,200,1.0,RGB,JPEG,200.55541666666667,51.24855099408232,2395.44923236,False,,4e3c541b8fc1da6199965bbb4078fe27,199.235075,198.245525,204.18565
train,glass,glass_724.jpg,..\data\split\train\glass\glass_724.jpg,.jpg,4.8857421875,225,225,1.0,RGB,JPEG,167.35043950617285,68.61444427030568,2172.999017074324,False,,8b58cfb9557569c30a1ed9d820f3ca01,171.99567407407406,176.28831604938273,153.76732839506172
train,glass,glass_725.jpg,..\data\split\train\glass\glass_725.jpg,.jpg,45.365234375,474,631,0.751188589540412,RGB,JPEG,113.86638983062181,60.54002944489811,1040.6618760852473,False,,161b3dfe9a3d97cd9e1ef38cb5127069,131.75906905521342,119.05101071903816,90.78908971761386
train,glass,glass_726.jpg,..\data\split\train\glass\glass_726.jpg,.jpg,21.8583984375,300,399,0.7518796992481203,RGB,JPEG,141.94194653299917,65.99450532724131,4856.806547468924,False,,cc6ec5beeded4563fb6255fe311736a9,162.1346365914787,141.89925647451963,121.79194653299916
train,glass,glass_727.jpg,..\data\split\train\glass\glass_727.jpg,.jpg,2.6689453125,225,225,1.0,RGB,JPEG,247.69658600823044,32.863146019318464,2434.1397347520438,False,,8453cff0d91572e5a61db607d8f58bc7,247.33677037037037,247.62923456790122,248.12375308641975
train,glass,glass_728.jpg,..\data\split\train\glass\glass_728.jpg,.jpg,5.20703125,224,224,1.0,RGB,JPEG,188.03224649234693,85.43819107256525,2888.85929487388,False,,d71f3784f64ce77168081cec92c7c642,205.98337850765307,181.1172472895408,176.99611367984693
train,glass,glass_729.jpg,..\data\split\train\glass\glass_729.jpg,.jpg,5.47265625,512,384,1.3333333333333333,RGB,JPEG,144.0689002143012,14.486604134906468,191.73636834778722,False,,220d413b85d29b3e2b8f231f051c93d6,152.7779998779297,143.85508728027344,135.57361348470053
train,glass,glass_73.jpg,..\data\split\train\glass\glass_73.jpg,.jpg,8.5,225,225,1.0,RGB,JPEG,114.60254814814814,94.21497699655652,3544.367933120049,False,,ef631d7c9b119ebb1152e7ab913290f2,95.91170370370371,140.0939061728395,107.80203456790123
train,glass,glass_731.jpg,..\data\split\train\glass\glass_731.jpg,.jpg,323.14453125,640,427,1.4988290398126465,RGB,JPEG,94.11238290398127,40.79641308748828,1281.8362112230839,False,,a385d59510159a1a3f190e1e952418a1,123.14340603044496,92.6026200234192,66.59112265807963
